OTU_ID,taxID,taxon,rank,score,kingdom,phylum,class,order,family,genus,species
MOTU1,131567,cellular organisms,no rank,1,,,,,,,
MOTU2,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU3,2137591,Kryptoperidiniaceae,family,1,,,Dinophyceae,Peridiniales,Kryptoperidiniaceae,,
MOTU4,131567,cellular organisms,no rank,1,,,,,,,
MOTU5,6833,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,
MOTU6,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU7,6102,Hexacorallia,subclass,0.9991,Metazoa,Cnidaria,Anthozoa,,,,
MOTU8,200605,Choreotrichida,order,1,,,Spirotrichea,Choreotrichida,,,
MOTU9,2759,Eukaryota,superkingdom,0.988,,,,,,,
MOTU10,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU11,2759,Eukaryota,superkingdom,0.9999,,,,,,,
MOTU12,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU13,49244,Cymatosiraceae,family,1,,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,,
MOTU14,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU15,6833,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,
MOTU16,70447,Ostreococcus,genus,0.9991,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,
MOTU17,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU18,3027,Cryptophyta,class,1,,,Cryptophyta,,,,
MOTU19,4930,Saccharomyces,genus,0.9829,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
MOTU20,33836,Coscinodiscophyceae,class,0.994,,Bacillariophyta,Coscinodiscophyceae,,,,
MOTU21,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU22,36882,Pyramimonas,genus,0.9583,Viridiplantae,Chlorophyta,,Pyramimonadales,,Pyramimonas,
MOTU23,33850,Bacillariophycidae,no rank,0.8993,,Bacillariophyta,Bacillariophyceae,,,,
MOTU24,104737,Eunicidae,family,0.9912,Metazoa,Annelida,Polychaeta,Eunicida,Eunicidae,,
MOTU25,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU26,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU27,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU28,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU29,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU30,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU31,211030,Oligotrichia,subclass,0.9561,,,Spirotrichea,,,,
MOTU32,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU33,6563,Ostreidae,family,0.9123,Metazoa,Mollusca,Bivalvia,Ostreoida,Ostreidae,,
MOTU34,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU35,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU36,6049,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU37,275430,Irciniidae,family,0.9803,Metazoa,Porifera,Demospongiae,Dictyoceratida,Irciniidae,,
MOTU38,2918,Heterocapsa,genus,0.9398,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
MOTU39,2759,Eukaryota,superkingdom,0.9622,,,,,,,
MOTU40,2759,Eukaryota,superkingdom,0.984,,,,,,,
MOTU41,5878,Ciliophora,no rank,1,,,,,,,
MOTU42,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU43,2759,Eukaryota,superkingdom,0.9783,,,,,,,
MOTU44,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU45,33208,Metazoa,kingdom,1,Metazoa,,,,,,
MOTU46,6341,Polychaeta,class,1,Metazoa,Annelida,Polychaeta,,,,
MOTU47,735337,Euheterodonta,infraclass,1,Metazoa,Mollusca,Bivalvia,,,,
MOTU48,49237,Chaetoceros,genus,1,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
MOTU49,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU50,44928,Parazoanthidae,family,0.8653,Metazoa,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,,
MOTU51,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU52,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU53,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU54,29202,Thalassiosiraceae,family,0.9999,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
MOTU55,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU56,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU57,131567,cellular organisms,no rank,1,,,,,,,
MOTU58,33634,Stramenopiles,no rank,1,,,,,,,
MOTU59,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU60,2759,Eukaryota,superkingdom,0.9402,,,,,,,
MOTU61,1779147,Keratosa,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU62,6231,Nematoda,phylum,1,Metazoa,Nematoda,,,,,
MOTU63,35140,Chrysochromulina,genus,1,,,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
MOTU64,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU65,2759,Eukaryota,superkingdom,0.9932,,,,,,,
MOTU66,589343,Geminigeraceae,family,1,,,Cryptophyta,Pyrenomonadales,Geminigeraceae,,
MOTU67,6049,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU68,131567,cellular organisms,no rank,1,,,,,,,
MOTU69,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU70,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU71,122238,Syllidae,family,0.9825,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
MOTU72,41875,Bathycoccus prasinos,species,1,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
MOTU73,33213,Bilateria,no rank,0.9999,Metazoa,,,,,,
MOTU74,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU75,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU76,33630,Alveolata,no rank,0.9191,,,,,,,
MOTU77,2759,Eukaryota,superkingdom,0.9916,,,,,,,
MOTU78,1,root,no rank,1,,,,,,,
MOTU79,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU80,33103,Ulvophyceae,class,1,Viridiplantae,Chlorophyta,Ulvophyceae,,,,
MOTU81,2759,Eukaryota,superkingdom,0.9999,,,,,,,
MOTU82,2842,Skeletonema,genus,1,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
MOTU83,5507,Fusarium oxysporum,species,0.9814,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
MOTU84,2759,Eukaryota,superkingdom,0.8824,,,,,,,
MOTU85,2918,Heterocapsa,genus,1,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
MOTU86,131567,cellular organisms,no rank,1,,,,,,,
MOTU87,5878,Ciliophora,no rank,0.9994,,,,,,,
MOTU88,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU89,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU90,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU91,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU92,2864,Dinophyceae,class,0.9999,,,Dinophyceae,,,,
MOTU93,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU94,589344,Pyrenomonadaceae,family,0.9998,,,Cryptophyta,Pyrenomonadales,Pyrenomonadaceae,,
MOTU95,2759,Eukaryota,superkingdom,0.9676,,,,,,,
MOTU96,216307,Euthyneura,no rank,1,Metazoa,Mollusca,Gastropoda,,,,
MOTU97,216307,Euthyneura,no rank,0.9989,Metazoa,Mollusca,Gastropoda,,,,
MOTU98,6652,Chitonida,suborder,1,Metazoa,Mollusca,Polyplacophora,Neoloricata,,,
MOTU99,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU100,60004,Strombidiidae,family,0.9645,,,Spirotrichea,,Strombidiidae,,
MOTU101,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU102,38834,Pyramimonadales,order,1,Viridiplantae,Chlorophyta,,Pyramimonadales,,,
MOTU103,6373,Terebellida,order,1,Metazoa,Annelida,Polychaeta,Terebellida,,,
MOTU104,211030,Oligotrichia,subclass,0.9899,,,Spirotrichea,,,,
MOTU105,1206795,Lophotrochozoa,no rank,1,Metazoa,,,,,,
MOTU106,2864,Dinophyceae,class,0.8615,,,Dinophyceae,,,,
MOTU107,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU108,6231,Nematoda,phylum,1,Metazoa,Nematoda,,,,,
MOTU109,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU110,3113,Ulvales,order,1,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,,,
MOTU111,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU112,31265,Acoela,class,1,Metazoa,Xenacoelomorpha,Acoela,,,,
MOTU113,46599,Spionidae,family,1,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,,
MOTU114,211030,Oligotrichia,subclass,0.9985,,,Spirotrichea,,,,
MOTU115,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU116,33630,Alveolata,no rank,1,,,,,,,
MOTU117,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU118,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU119,6833,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,
MOTU120,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU121,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU122,1206794,Ecdysozoa,no rank,1,Metazoa,,,,,,
MOTU123,35127,Thalassiosira,genus,0.991,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
MOTU124,29202,Thalassiosiraceae,family,1,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
MOTU125,3014,Sargassaceae,family,0.925,,Phaeophyceae,,Fucales,Sargassaceae,,
MOTU126,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU127,131567,cellular organisms,no rank,1,,,,,,,
MOTU128,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU129,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU130,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU131,2836,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,
MOTU132,211030,Oligotrichia,subclass,0.9945,,,Spirotrichea,,,,
MOTU133,131567,cellular organisms,no rank,1,,,,,,,
MOTU134,131567,cellular organisms,no rank,1,,,,,,,
MOTU135,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU136,2759,Eukaryota,superkingdom,0.9994,,,,,,,
MOTU137,35140,Chrysochromulina,genus,1,,,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
MOTU138,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU139,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU140,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU141,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU142,6225,Enopla,class,1,Metazoa,Nemertea,Enopla,,,,
MOTU143,131567,cellular organisms,no rank,1,,,,,,,
MOTU144,2842,Skeletonema,genus,0.9998,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
MOTU145,6547,Mytilidae,family,1,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,,
MOTU146,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU147,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU148,33154,Opisthokonta,no rank,1,,,,,,,
MOTU149,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU150,2864,Dinophyceae,class,0.9954,,,Dinophyceae,,,,
MOTU151,2759,Eukaryota,superkingdom,0.9982,,,,,,,
MOTU152,33103,Ulvophyceae,class,1,Viridiplantae,Chlorophyta,Ulvophyceae,,,,
MOTU153,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU154,2759,Eukaryota,superkingdom,0.9382,,,,,,,
MOTU155,2836,Bacillariophyta,phylum,0.9999,,Bacillariophyta,,,,,
MOTU156,1,root,no rank,1,,,,,,,
MOTU157,119428,Dictyoceratida,order,1,Metazoa,Porifera,Demospongiae,Dictyoceratida,,,
MOTU158,141411,Choreotrichia,subclass,1,,,Spirotrichea,,,,
MOTU159,33850,Bacillariophycidae,no rank,1,,Bacillariophyta,Bacillariophyceae,,,,
MOTU160,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU161,13792,Mamiellales,order,0.9992,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,,,
MOTU162,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU163,67474,Naviculaceae,family,0.9971,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,,
MOTU164,2874,Dictyotaceae,family,1,,Phaeophyceae,,Dictyotales,Dictyotaceae,,
MOTU165,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU166,6057,Haliclona,genus,1,Metazoa,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,
MOTU167,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU168,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU169,6466,Trochidae,family,0.984,Metazoa,Mollusca,Gastropoda,,Trochidae,,
MOTU170,131567,cellular organisms,no rank,1,,,,,,,
MOTU171,33634,Stramenopiles,no rank,1,,,,,,,
MOTU172,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU173,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU174,33103,Ulvophyceae,class,1,Viridiplantae,Chlorophyta,Ulvophyceae,,,,
MOTU175,2759,Eukaryota,superkingdom,0.9997,,,,,,,
MOTU176,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU177,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU178,406428,Filifera,suborder,0.9636,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,,,
MOTU179,1779162,Suberitida,order,0.9982,Metazoa,Porifera,Demospongiae,Suberitida,,,
MOTU180,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU181,131567,cellular organisms,no rank,1,,,,,,,
MOTU182,1779162,Suberitida,order,0.9994,Metazoa,Porifera,Demospongiae,Suberitida,,,
MOTU183,131567,cellular organisms,no rank,1,,,,,,,
MOTU184,2759,Eukaryota,superkingdom,0.9954,,,,,,,
MOTU185,6049,Haplosclerida,order,0.9984,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU186,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU187,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU188,116838,Hemiuridae,family,1,Metazoa,Platyhelminthes,Trematoda,Azygiida,Hemiuridae,,
MOTU189,2759,Eukaryota,superkingdom,0.9998,,,,,,,
MOTU190,29197,Chlorarachniophyceae,no rank,0.8693,,,,,,,
MOTU191,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU192,66827,Isognomon,genus,0.9012,Metazoa,Mollusca,Bivalvia,Pterioida,Isognomonidae,Isognomon,
MOTU193,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU194,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU195,2864,Dinophyceae,class,0.9933,,,Dinophyceae,,,,
MOTU196,6049,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU197,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU198,116571,Podoplea,superorder,1,Metazoa,Arthropoda,Hexanauplia,,,,
MOTU199,136419,Cercozoa,no rank,1,,,,,,,
MOTU200,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU201,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU202,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU203,33213,Bilateria,no rank,0.9994,Metazoa,,,,,,
MOTU204,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU205,33208,Metazoa,kingdom,0.995,Metazoa,,,,,,
MOTU206,3027,Cryptophyta,class,0.9999,,,Cryptophyta,,,,
MOTU207,735337,Euheterodonta,infraclass,1,Metazoa,Mollusca,Bivalvia,,,,
MOTU208,33852,Bacillariaceae,family,1,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,,
MOTU209,33103,Ulvophyceae,class,0.9986,Viridiplantae,Chlorophyta,Ulvophyceae,,,,
MOTU210,2759,Eukaryota,superkingdom,0.9998,,,,,,,
MOTU211,2759,Eukaryota,superkingdom,0.9997,,,,,,,
MOTU212,1779147,Keratosa,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU213,70447,Ostreococcus,genus,0.9966,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,
MOTU214,33103,Ulvophyceae,class,0.9995,Viridiplantae,Chlorophyta,Ulvophyceae,,,,
MOTU215,46729,Pocilloporidae,family,1,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,,
MOTU216,2924,Alexandrium,genus,1,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,
MOTU217,6833,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,
MOTU218,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU219,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU220,33103,Ulvophyceae,class,1,Viridiplantae,Chlorophyta,Ulvophyceae,,,,
MOTU221,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU222,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU223,2759,Eukaryota,superkingdom,0.9999,,,,,,,
MOTU224,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU225,4479,Poaceae,family,1,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,,
MOTU226,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU227,33103,Ulvophyceae,class,0.9424,Viridiplantae,Chlorophyta,Ulvophyceae,,,,
MOTU228,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU229,6049,Haplosclerida,order,0.9997,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU230,136419,Cercozoa,no rank,1,,,,,,,
MOTU231,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU232,33213,Bilateria,no rank,0.9999,Metazoa,,,,,,
MOTU233,49237,Chaetoceros,genus,1,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
MOTU234,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU235,211030,Oligotrichia,subclass,1,,,Spirotrichea,,,,
MOTU236,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU237,1,root,no rank,1,,,,,,,
MOTU238,116704,Eubrachyura,no rank,0.9724,Metazoa,Arthropoda,Malacostraca,Decapoda,,,
MOTU239,131567,cellular organisms,no rank,1,,,,,,,
MOTU240,105387,Scolecida,subclass,1,Metazoa,Annelida,Polychaeta,,,,
MOTU241,6833,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,
MOTU242,2759,Eukaryota,superkingdom,0.95,,,,,,,
MOTU243,439317,Gambierdiscus australes,species,1,,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,Gambierdiscus australes
MOTU244,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU245,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU246,33836,Coscinodiscophyceae,class,1,,Bacillariophyta,Coscinodiscophyceae,,,,
MOTU247,35582,Myxosporea,no rank,1,Metazoa,Cnidaria,,,,,
MOTU248,41873,Mamiellaceae,family,1,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,
MOTU249,104737,Eunicidae,family,1,Metazoa,Annelida,Polychaeta,Eunicida,Eunicidae,,
MOTU250,66801,Gymnodiniaceae,family,1,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,
MOTU251,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU252,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU253,6447,Mollusca,phylum,1,Metazoa,Mollusca,,,,,
MOTU254,6049,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,
MOTU255,67474,Naviculaceae,family,1,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,,
MOTU256,33854,Fragilariophycidae,no rank,0.9828,,Bacillariophyta,Fragilariophyceae,,,,
MOTU257,2759,Eukaryota,superkingdom,0.9951,,,,,,,
MOTU258,1131492,Aspergillaceae,family,0.998,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,
MOTU259,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU260,141411,Choreotrichia,subclass,1,,,Spirotrichea,,,,
MOTU261,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU262,13792,Mamiellales,order,1,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,,,
MOTU263,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU264,69597,Cerithioidea,superfamily,1,Metazoa,Mollusca,Gastropoda,,,,
MOTU265,569578,PX clade,no rank,1,,,,,,,
MOTU266,2759,Eukaryota,superkingdom,0.9905,,,,,,,
MOTU267,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU268,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU269,13607,Mantoniella,genus,0.9819,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,
MOTU270,131567,cellular organisms,no rank,1,,,,,,,
MOTU271,1779146,Heteroscleromorpha,subclass,1,Metazoa,Porifera,Demospongiae,,,,
MOTU272,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU273,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU274,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU275,41212,Harpacticoida,order,1,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,,,
MOTU276,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU277,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU278,997029,Pseudopolydora,genus,1,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,
MOTU279,1,root,no rank,1,,,,,,,
MOTU280,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU281,131567,cellular organisms,no rank,1,,,,,,,
MOTU282,6833,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,
MOTU283,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU284,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU285,2759,Eukaryota,superkingdom,0.9998,,,,,,,
MOTU286,6341,Polychaeta,class,1,Metazoa,Annelida,Polychaeta,,,,
MOTU287,33213,Bilateria,no rank,0.9999,Metazoa,,,,,,
MOTU288,131567,cellular organisms,no rank,1,,,,,,,
MOTU289,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU290,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU291,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU292,33154,Opisthokonta,no rank,0.9733,,,,,,,
MOTU293,589343,Geminigeraceae,family,0.9802,,,Cryptophyta,Pyrenomonadales,Geminigeraceae,,
MOTU294,2864,Dinophyceae,class,0.9999,,,Dinophyceae,,,,
MOTU295,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU296,33829,Spirotrichea,class,1,,,Spirotrichea,,,,
MOTU297,158377,Lecudinidae,family,1,,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,,
MOTU298,13792,Mamiellales,order,1,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,,,
MOTU299,131567,cellular organisms,no rank,1,,,,,,,
MOTU300,3041,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,
MOTU301,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU302,60004,Strombidiidae,family,0.9997,,,Spirotrichea,,Strombidiidae,,
MOTU303,136419,Cercozoa,no rank,0.9793,,,,,,,
MOTU304,173456,Peyssonnelia,genus,0.9965,,,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,
MOTU305,2759,Eukaryota,superkingdom,0.9295,,,,,,,
MOTU306,33090,Viridiplantae,kingdom,1,Viridiplantae,,,,,,
MOTU307,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU308,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU309,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU310,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU311,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU312,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU313,3027,Cryptophyta,class,0.9997,,,Cryptophyta,,,,
MOTU314,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU315,41212,Harpacticoida,order,1,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,,,
MOTU316,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU317,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU318,5878,Ciliophora,no rank,1,,,,,,,
MOTU319,136419,Cercozoa,no rank,1,,,,,,,
MOTU320,131567,cellular organisms,no rank,1,,,,,,,
MOTU321,3027,Cryptophyta,class,0.9992,,,Cryptophyta,,,,
MOTU322,41212,Harpacticoida,order,1,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,,,
MOTU323,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU324,33850,Bacillariophycidae,no rank,0.9935,,Bacillariophyta,Bacillariophyceae,,,,
MOTU325,5878,Ciliophora,no rank,1,,,,,,,
MOTU326,977775,Panpulmonata,no rank,0.9988,Metazoa,Mollusca,Gastropoda,,,,
MOTU327,2836,Bacillariophyta,phylum,0.9998,,Bacillariophyta,,,,,
MOTU328,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU329,4479,Poaceae,family,0.9986,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,,
MOTU330,2759,Eukaryota,superkingdom,0.9998,,,,,,,
MOTU331,41212,Harpacticoida,order,0.9926,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,,,
MOTU332,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
MOTU333,2759,Eukaryota,superkingdom,0.9953,,,,,,,
MOTU334,569578,PX clade,no rank,0.9236,,,,,,,
MOTU335,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU336,131567,cellular organisms,no rank,1,,,,,,,
MOTU337,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU338,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU339,182086,Favella,genus,1,,,Spirotrichea,Tintinnida,Xystonellidae,Favella,
MOTU340,57504,Holosticha,genus,1,,,Spirotrichea,Urostylida,Holostichidae,Holosticha,
MOTU341,33634,Stramenopiles,no rank,1,,,,,,,
MOTU342,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU343,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU344,2759,Eukaryota,superkingdom,1,,,,,,,
MOTU345,35140,Chrysochromulina,genus,1,,,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
MOTU346,2864,Dinophyceae,class,1,,,Dinophyceae,,,,
